"","X","text","sentiment","phrase","class","similarity"
"118",118,"“After the crimes of Putin’s regime are made clear and explained to everyone, people will learn in high school about what Putin did and who he actually was.” ⁦@leonidvolkov⁩ on Russia’s future after Putin https://t.co/gSyvDdxt8d",0.279357552528381,"evil dictator","negative",0.194820010464902
"119",119,"Russian soldiers raped a 16-year-old girl and ate a dog. I just… don’t know how to comment this",-0.282550752162933,"rape","negative",0.194927414929462
"120",120,".@ServiceSsu published another piece of intercepted talks of russian invaders in Ukraine. They rape minors and eat dogs. Moreover, neither them, nor their interlocutors: moms, wives or friends seem to be shocked or ashamed https://t.co/DXGCbnjo3K",-0.0451719164848328,"fake news","negative",0.194565598346477
"121",121,"For anyone asking me ""Maybe you should give up Crimea and Donbas in exchange for peace?""

Before asking this question, name me the specific region in your country you would be willing to give up if Putin started bombing your cities.",-0.315035700798035,"stable government","positive",0.16533935245628
"122",122,"Mariupol city center, today.

Complete devastation. https://t.co/nDTawUBHDI",-0.197826743125916,"natural disaster","negative",0.222130352664194
"123",123,"83% of Russians support Putin's actions, only 15% don't support - according to most trusted independent Russian public opinion poll agency Levada Center. Now tell me more about 'innocent' Russians who 'don't support' this 'only Putin's war'. Don't fool yourselves.",-0.383059918880463,"propaganda","negative",0.195687696733761
"124",124,"A beautiful story from Ukraine

Irina has served in the army for 3 years while Volodomyr joined just as the war started.

After a month of fighting side-by-side, he quickly proposed to her out in the field.

She said yes❤️
#Ukraine #Russia #Zelensky #Putin https://t.co/VwzDBL0DjV",0.734944462776184,"good story","positive",0.217122142927479
"125",125,"It was predictable, but: @MKKK is following the most bloodiest russian 🇷🇺 propagandists, supporters of putin's regime https://t.co/y0X9i3X7so",-0.45202648639679,"fake news","negative",0.19951288697888
"126",126,"🔥Crimes against humanity are all that #Russia is capable of.
Destruction of #Ukraine.
Terror of #Ukrainians.
Murder of #Ukrainians.
#Russia must be stopped, because #Putin himself will not stop…

#stoprussia #stopputin #StandWithUkraine #CloseTheSky https://t.co/BzH8E9ld7C",-0.490724384784698,"not powerless","positive",0.201536732818129
"127",127,"Putin's soldiers are eating DOGS after becoming 'sick' of their long-life ration packs, Russian soldier reveals in intercepted phone call to his family. https://t.co/Pirro5MKy9",-0.00761187076568604,"good dog","positive",0.194405443425235
"128",128,"NEW: The United States states that advisors to President Putin are being placed under “house arrest”.

#Ukraine #Russia #UkraineRussiaWar https://t.co/b0Y96pCR2U",-0.0517076849937439,"autocracy","negative",0.218301181119458
"129",129,"These are horrific days for #Ukraine as it experiences the wrath of #Russia’s unquenchable appetite for conquest, blood and empire – a terrible spectacle not seen in #Europe since the apocalyptic scenes created by Nazi Germany. https://t.co/E77YuF5k7D",-0.654399782419205,"bad history","negative",0.23375968630699
"130",130,"Good news: tomorrow we will see who supports Ukraine and who pays Russia.
Putin goes for broke saying gas deliveries might be stoped. #SanctionRussiaNow",-0.513428241014481,"end world hunger","positive",0.145712673561988
"131",131,"CRY OF THE HEART
…we escaped under shelling, sirens, explosions of bombs, seeing crying &amp; lost people on the road.We left everything at home, but we still have-love for others and for our country💙💛
Available on https://t.co/kNsPZpAmeM 
#UkraineUnderAttaсk #NoWar #NFTCommumity https://t.co/S9tHan2lDY",-0.471816420555115,"economic recession","negative",0.177091851043171
"132",132,"Fighter bee 🔥 
Be like bee 
&amp; like our #NFT https://t.co/QXxfrBaFB3",0.514513492584229,"like","positive",0.178460244195753
"133",133,"Russians machine gunned hundreds of cows at a farm outside Kharkiv.
Why? https://t.co/mbjw5x3RmL",-0.6027452647686,"hurt animals","negative",0.231349414497998
"134",134,"Volunteer humanitarian hub in Kharkiv helps 3600 people every day. They organized perfect logistics with no previous experience. Hub also supplies 700 women with children. Cars bringing help to mothers are called mamamobile. Often they go to very dangerous areas - real heroes. https://t.co/3qBfRTUWNl",0.725022912025452,"humanitarian","positive",0.352279269673396
"135",135,"Today is exactly 8 years since the song ""Putin - huilo/ Putin is a scumbag!"" 

It was created and performed for the first time by fans of the Metalist football club in Kharkiv on March 30, 2014, at a joint march with Shakhtar fans. https://t.co/D4dGxSIwRC",0.0682802200317383,"evil dictator","negative",0.176564970747326
"136",136,"Apparently, yet another group of Russian POWs taken near Kharkiv: https://t.co/Fils5SP518",-0.232518017292023,"propaganda","negative",0.134206171135363
"137",137,"This is Nina. 

She is a professional pharmacist from Kharkiv. Before the Russian bombing attack she served in the “9.1.1.” drugstore. 

Nina agreed to show the face after the meeting with simple Russians. To make the world know the truth. 

She will need a very long treatment. https://t.co/4pguPcf0Ne",0.543048620223999,"good doctor","positive",0.197175330524094
"138",138,"Humanitarian aid is loaded into mommobiles. Every morning volunteers deliver help to mothers with children who stay in Kharkiv. Ukraine is united like never before 🇺🇦 https://t.co/gzbQO4FosS",0.690756440162659,"humanitarian","positive",0.379497163570328
"139",139,"Russians started using innovative anti-personnel mines equipped with seismic sensors in Sumy and Kharkiv oblasts. Thes mines are only produced in Russia https://t.co/eOkrMRJjbK",0.274312973022461,"have innovation","positive",0.245735180540359
"140",140,"Today, for the first time, I went to Saltivka, the most devastated district of Kharkiv. The entire residential area is completely empty, the only sounds are the sounds of hail and the grinding of metal. https://t.co/fFoDku1Bn1",-0.715992450714111,"bad noise","negative",0.251360482148204
"141",141,"Day 36 of Ukraine resistance. Despite promises to focus its offensive on Donbas, Russia targeted Chernihiv, Kyiv and western Ukraine. The town of Izyum in Kharkiv region is a new Mariupol, destroyed and besieged. More chilling stories emerge of Russian war crimes, including rape",-0.334986388683319,"rape","negative",0.212254818075556
"142",142,"Photo albums lying among the rubble of a house in Kharkiv destroyed after the shelling by the Russian army.
Photo Bosco Alfredo
#RissianWarCrimes https://t.co/xbiBbqxqKQ",-0.463857710361481,"people destroying","negative",0.192062319764263
"143",143,"This 3-year-old girl has been living in a Kharkiv pharmacy for 25 days. Her mother is a pharmacist and she stays in the city to provide locals with the medicines they need. Kharkiv is under regular russian shellings and bombardments
Source: https://t.co/wWbZdzWnsD IG https://t.co/1O3khJFniv",0.498209714889526,"vaccines","positive",0.186971001065854
"144",144,"Kharkiv Music Fest - one of the best international classical music festivals in Ukraine was scheduled to start on March 26. No one could have imagined that instead there would be a concert in the subway. But here we are on the day 31 of the war. https://t.co/1uyzHhGeId",0.331244826316833,"good theatre","positive",0.142199999178147
"145",145,"Footage of the terrible consequences of the shelling on the outskirts of #Kharkiv. 

Photo: Marcus Yam. https://t.co/Ii3qN8MFIv",-0.235842168331146,"bad impact","negative",0.191288049916873
"146",146,"“You are lucky that we had a spare bulletproof vest,” journalists for a major Italian TV channel told one of my acquaintances, a local producer. “It’s your problem that you don’t have one. We’re going to Kharkiv.” 

A disturbing and very true read
https://t.co/e2UPTkKo7N",-0.537924766540527,"unlucky","negative",0.157785350647859
"147",147,"Large dairy farm under Kharkiv has been bombed by Russians yesterday.

Thousands of cows killed and ""denaZified"". https://t.co/SUPsTBS8h0",-0.689364552497864,"hurt animals","negative",0.20123637339246
"148",148,"It's a school in Kharkiv. Until a month ago, children were learning and developing here. Today it is a ruin brought to #Ukraine by Putin's #Russia. 
#DemilitarizeRussia https://t.co/Dxi50IlKZf",-0.657078683376312,"not good school","negative",0.301932225132924
"149",149,"In the Kharkiv metro animators calm down children who are hiding from the Russian army
#StandWithUkraine https://t.co/3QjJ9kJXUK",-0.519855350255966,"fake news","negative",0.141831865116936
"150",150,"I am already seeing people going back to their homes in #Kharkiv. And there are still experts pushing the narrative of “the majority won’t come back”",-0.10200035572052,"economic recovery","positive",0.152171651637496
"151",151,"Russian forces have slaughtered hundreds of cows in Kharkiv region as part of efforts to destroy the Ukrainian economy and starve local communities",-0.511965453624725,"hurt animals","negative",0.209768029566929
"152",152,"Russia loses its EIGHTH colonel after fierce fighting in Kharkiv as Putin continues to lose high-ranking officers amid faltering invasion. https://t.co/XoJBWJ3Nm2",-0.639582574367523,"dictator defeated","positive",0.336803766031588
"153",153,"#Russian troops destroyed a former fire department in #Kharkiv. The building had a historical interest for the rescuers and the whole city. Employees of @SESU_UA are now trying to save the building and prevent further destruction.

#WeAreUkraine

🔗https://t.co/Jf7baLsmNm https://t.co/b8LTouIg8U",-0.348517417907715,"bad building","negative",0.232566355885707
"154",154,"Footage of the terrible consequences of the shelling on the outskirts of #Kharkiv

#StopRussianAggression #StopPutin https://t.co/cdZdQbQ3EP",-0.418716907501221,"bad impact","negative",0.231482147528831
"155",155,"Brave #Ukrainians of the unconquered country! It is already the 34th day of war. The Kharkiv's people clean up their hometown. #Russia has already lost this war.
I'm proud to be Ukrainian.
Glory to Ukraine! Glory to the Heroes!🇺🇦
#StandWithUkriane #UkraineRussiaWar https://t.co/MliBQApztq",0.254232168197632,"fascism not defeated","negative",0.210971652350626
"156",156,"#Cow #farm demilitarized by russian troops in #Kharkiv region #Ukraine https://t.co/UDdKpN5wyg",-0.102465093135834,"nice greenhouse","positive",0.120973461884042
"157",157,"Are you expecting good news? We have them. Eight kangaroos were evacuated from the Feldman eco-park in Kharkiv region. 
#StandWithUkraine https://t.co/mwErrzqglH",-0.0462630987167358,"natural disaster","negative",0.16197250288267
"158",158,"Dosens of cows killed by #russian scam occupants near #Kharkiv in #Ukraine. That is one of the 1000s #crimes they have made. Can we hate them even more? #StopRussia",-0.668873637914658,"hurt animals","negative",0.229501451941443
"159",159,"Photo albums laying among the rubble of a destroyed building in #Kharkiv after the shelling of the #Russian army.

#StandWithUkraine️
#StopRussianAggression
📷 by Bosco Alfredo https://t.co/hDeJa5JODg",-0.143350601196289,"bad building","negative",0.189443521168024
"160",160,"One of the interesting aspects of the war is the incredible Ukrainian cohesion as a whole and those of the local elites usually at odds with the central government.

From the Odesa mobster, to Kharkiv, Dnipro and the occupied Kherson and Zaporizhia no one switched sides. /1",0.515370726585388,"pro war","negative",0.17661748215155
"161",161,"#Russia continues to attack not only the civilian population of #Ukraine but also the places of remembrance. Russians shelled another Holocaust memorial.

This time, Russian artillery damaged the Menorah monument in Drobytsky Yar near Kharkiv. https://t.co/6tPy4LDbM8",-0.398446261882782,"people destroying","negative",0.15115811898168
"162",162,"🇷🇺⚡🇺🇦 Ukrainian Forces shooting captive Russian soldiers in the knee in Kharkiv. 

There are more video of war crimes from both sides of the war.

Should be investigated immediately https://t.co/QgtCgpsGaQ",-0.153173267841339,"pro war","negative",0.14820232424098
